;sentiment;text
2921;0;@united found the flight on @airfarewatchdog
2544;1;@united is #ELP Friendly. #flyerfriendly #united #emb145 #elpaso http://t.co/9mEOzBO4xl
3703;0;@united patiently drinking and tweeting about my experience
238;1;@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗
3663;-1;"@united It was quite enjoyable. 😊 

Except now he's stuck on the runway in Houston. 😕"
7917;1;@JetBlue @FerrisSalameh Love JetBlue's speedy Twitter customer service.
11692;0;@USAirways @satesq theres only one flt PHL-CRW per day.
14483;-1;@AmericanAir The bad weather wasn't a surprise! You should have double/triple staff on hand to handle calls. Way to treat your customers.
7005;1;@JetBlue you guys operate a world class company and for that I thank you
7158;0;😩😩😩“@JetBlue: Our fleet's on fleek. http://t.co/BBHTlZgH2C”
11598;1;@USAirways Shout out to the red-headed gate agent for flt 3389 from DCA to CHS at 7:10 tonight. Didn't get her name but she was great!
5950;1;@SouthwestAir AMAZING c/s today by SW thank you SO very much. This is the reason we fly you #southwest
11073;0;@USAirways do you post travel alerts on your website? Traveling to Bdl on Sunday morning.
13742;-1;@AmericanAir that's interesting-Agent told me so. Sadly, another booked passenger didn't make it to gate by push back so I made it on.
7561;1;@JetBlue I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ
12579;-1;@AmericanAir arrived +-10pm eastern. Had to deplane on the CRJs airstairs to an icy Tarmac. Valet bags sent to carousel, so it was 10:20pm.
5826;1;“@SouthwestAir: @AMiltx3 You are forgiven most loved Customer,,,it's as if you never left :) ^LL” that's why you're bae ❤️
888;0;@united to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC http://t.co/PnBajfkmHG
11104;-1;@USAirways I'm not patient. I'm annoyed. If you can't book this travel online, then you shouldn't make people wait on the phone.
1228;-1;@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE
2628;0;@united yea I saw that I'm moving to China and have 5-6 bags will pay whatever but wanted to make sure it was ok to bring that many
9043;-1;@USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped
10835;1;@USAirways i got through and am able to switch my flight with no charge. Thank you
822;0;@united where is my flight voucher?
5198;-1;@SouthwestAir - Hi. My flight confirmation # is fwwe7f. We are currently stuck in Norfolk, Va. Trying to get to LGA in NYC. Ant updates? Thx
8219;1;@JetBlue Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.
5156;1;@SouthwestAir I'll do that. Can't DM until you follow me. Thanks!
12683;1;@AmericanAir I've just received the ticket. Thank you for your help
10606;-1;@USAirways DCA to RSW at 8:30am Cancelled Flightled.  Rebook to Charlotte Cancelled Flightled.  Can we rebook selves online???
5416;1;@SouthwestAir is my favorite airline!  I can't wait to book my flight to New Orleans for my trip in April!! :) :)
7518;0;@JetBlue Customer of the year? http://t.co/epqqONHO2H
13755;1;@AmericanAir Thanks! Are they really open 3.30 am - 7 pm every day? Any way to check they are open before going all the way there? Thanks.
10916;1;"@USAirways big thanks to Yvonne Anthony from the Chairman's desk.  Top tier customer service today.  #outstanding #service &amp; #support."
11435;-1;@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?
791;-1;@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?
2269;-1;@united I can understand that but to not have another plane available when there is a full day till departure is unacceptable. Phoenix?
9064;0;@USAirways Thank you, although we're using our miles from our card and Flight Booking Problems companion tickets which can only be booked over the phone.
2710;1;@united I just received notification of in-flight Wi-Fi for UA863 from @flySFO to @SydneyAirport. Amazing!
5470;-1;"@SouthwestAir Loved one's flight ATL to IND Cancelled Flightled due to ""ice in Indy"". Sitting here in Indy, it is bone dry. Tomorrow 4-6"" of snow."
5133;-1;@SouthwestAir 50min to get bag checked n ATX, miss my flight, spend all day @BWI, n not get my baggage at the end of it all.  #epitimeoffail
3310;0;@united looking back - never heard from anyone - I had to call and frankly got standard SOP - still think about it today
5348;-1;@SouthwestAir- I called @united and they solved the flight Cancelled Flightlation issue in 15minutes. May be ask them how to do it? #getmorehands
8905;0;@JetBlue Well, I try! See you soon!! @JayVig
12489;0;@AmericanAir @Slacksoft_uk I saw an American 767 in old colours at @HeathrowAirport on Saturday! Was surprised to see!
3625;1;@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!
139;-1;@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated
8247;0;@JetBlue Well, I fly into Huntsville, AL. But I'd take either Nashville or Birmingham too!
2309;0;@united - it is possible to make a ticket change via Twitter? Traveling internationally and can't make calls... Thanks in advance!
10104;0;@usairways sadly they've tried that and airport agents…no flights so they're stranded at PHL. No chance of a hotel for them?
12012;1;“@AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp
937;-1;@United never heard of this? http://t.co/QDebyaHqfM
4971;0;@SouthwestAir is having a party in the atl terminal. #letitgo http://t.co/qxTeqZm3yz
9534;-1;@USAirways What is going on with flight 1826 from PHL to PHX? 10 mins to estimated departure nobody has board and no update.
5872;0;@SouthwestAir @livvyports16 and I became best friends Bcuz of @Imaginedragons is there any other way?
9249;-1;@USAirways It's very difficult to work with Baggage claims when they don't answer the phone
3565;0;@united thanks
11749;1;@USAirways after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!
10901;-1;@USAirways your customer service is a nightmare. I have been on hold for 1 hour. I'm a platinum member with AA and feel like it's worthless
11839;1;@USAirways will do. Hoping for a voucher for a future flight #Optimistic
11152;-1;@USAirways what an amazing day. Delayed 4 hrs bc frozen h2o on plane Now sitting @ gate on same plane 4 30 mins still waiting! #flight1797
8166;1;@JetBlue You definitely will!
5821;1;@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.
14576;-1;@AmericanAir But Eagle is always Late Flight
12530;-1;@AmericanAir I had a 6am flight I can get no rest because I have to wait another 2 hours to receive an automated phone call. #neveragain
2018;1;@united met with agent. All taken care of. Thx for reply
3902;1;@united cool, thanks.
76;0;@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF
12325;-1;@AmericanAir once again flying AA4285, once again 60+ min delay because of mechanical issues. Perhaps you should consider maintenance?
2035;1;@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW
2327;1;@united as a million miler with UA, and flying almost every week I observe gate and flight crews committed to good operations
7105;0;STAHP!! 😂😂😭😭😭😭 RT @JetBlue Our fleet's on fleek. http://t.co/BM2unRaOnI
9104;-1;@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?
11891;0;@AmericanAir is the new 9:45 time confirmed or it may get Cancelled Flightled? Traveling with kids, need to be certain. Thx
3998;1;"@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!"
2936;0;@united so going forward, I shouldn't be Flight Booking Problems Star Alliance flights through the United App?
4530;1;@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D
440;1;@VirginAmerica ​ is flying from Love to Austin now. That is most excellent news.
3987;0;@united @annricord both!
14383;1;@AmericanAir Always enjoy my time. Now on the plane to DFW!
3410;-1;@united airlines delayed our flight on the way to Chicago and leaving Chicago. Next time @Delta it is.
3926;1;@united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member. Thank you :)
1749;0;@united there is a sector whereby it says $0 in both bags...no bag allowance at all in international flight?
13392;1;@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.
12250;-1;@AmericanAir really needs to get a a clue and start treating people like humans, not animals.  #americandairlinesSUCKS
6427;0;@SouthwestAir still haven't been able to get through, thanks for responding
9891;-1;"@USAirways - flight was Cancelled Flightled to Buf today. Waited in line for 2+ hrs &amp; cus service was rude. No flight until Tues. Need to get to ROC."
12792;1;@AmericanAir keep up the good work.  Got me to my destination safe and on time today
3595;1;@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!
5861;-1;@SouthwestAir might be the worst airline ever
4467;0;@SouthwestAir #stepup #makeitright re you best? Or just money hungry? #wewillsee
8358;1;@JetBlue THANKS!! Her 80th bday is Saturday. We're having an aviation themed surprise party for her.
7771;0;@jetblue what good with the inflight WiFi?
3672;0;@united I just sent a long note with some suggestions. Thanks for getting back to me.
10180;-1;"@USAirways Flight Cancelled Flightled due to ""weather conditions"" in arrival city. Uh...I don't think so."
4877;0;.@SouthwestAir Well, we all need something to aim for.
9205;0;@USAirways thank you.
4611;-1;@SouthwestAir do these scavenger hunt  locations have anything in common because I'm playing detective trying to figure out the one for ATL.
4375;1;@SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever
12948;-1;@AmericanAir Not true!! Stop making excuses! You either overbook or have crappy planes!
2716;1;@united you suck. @SouthwestAir you're the best.
14275;0;@AmericanAir Cancelled Flight previous request. Will accept ticket number for document number
9257;0;@USAirways what's going on with US Airways flight 805?   Why diverted to Charlotte?
9625;1;"@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏"
4022;1;"@united be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise"
7816;-1;@JetBlue why wouldn't you just credit it right to my account instead of having a separate sign on. That seems pretty ridiculous.
1343;1;@united I am impressed with your super-fast reply to @CGJase
14007;0;@AmericanAir what do kids aged 11 and 12 need to fly with AA internally within the usa. Thanks for confirming
8052;1;"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”"
4797;0;@SouthwestAir Just reading your boarding policy, we're a group of 8 travellers with kids ranging from 3-10, is it possible to sit together?
5692;0;@SouthwestAir  I have a flight 2/22 @930 am from Fort Lauderdale to bwi.. Can I Cancelled Flight that flight ? Flight 3458 trip I'd 314505529
